ID,ESTADO,MUNICIPIO,LOCALIDAD,AGEB,PERSONAS,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P3_1,P3_2,P4,P5,P6,P7,P8_1,P8_2,P9,P10,P11,P12,P13,P14,P15,P16,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P17_9,P17_10,P17_11,P17_12,P17_13,P17_14,P17_15,P17_16,P17_17,P17_18,P17_19,P17_20,P17_21,P18,P19,P20_1,P20_2,P20_3,P20_4,P20_5,P21,P22,P23,P24_1,P24_1_1,P24_2_1,P24_2,P24_1_2,P24_2_2,P24_3,P24_1_3,P24_2_3,P24_4,P24_1_4,P24_2_4,P24_5,P24_1_5,P24_2_5,P24_6,P24_1_6,P24_2_6,P24_7,P24_1_7,P24_2_7,P24_8,P24_1_8,P24_2_8,P24_9,P24_1_9,P24_2_9,P24_10,P24_1_10,P24_2_10,P24_11,P24_1_11,P24_2_11,P24_12,P24_1_12,P24_2_12,P24_13,P24_1_13,P24_2_13,P24_14,P24_1_14,P24_2_14,P24_15,P24_1_15,P24_2_15,P24_16,P24_1_16,P24_2_16,P24_17,P24_1_17,P24_2_17,P24_18,P24_OTRO,P24_1_18,P24_2_18,P25,P26,P26a_1,P26a_2,P27,P28,P29,P30_1,P30_2,P30_3,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P31_7,P31_8,P31_9,P32_1,P32_2,P32_3,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_9,P35_1,P35_2,P35_3,P35_4,P35_5,P36_1,P36_2,P36_3,P36_4,P36_5,P36_6,P36_7,P36_8,P37_1,P37_2,P37_3,P37_4,P37_5,P38_1,P38_2,P38_3,P38_4,P38_5,P38_6,P38_7,P38_8,P38_9,P38_10,P38_11,P38_12,P39_1,P39_2,P39_3,P39_4,P39_5,P39_6,P39_7,P40_1,P40_2,P41,P42,P43,P44,P45_1,P45_2,P45_3,P45_4,P46,P47,P48,P48_1,P49,P49_1,P50_1,P50_1_1,P50_2,P50_1_2,P50_3,P50_1_3,P50_4,P50_1_4,P50_5,P50_1_5,P50_6,P50_1_6,P50_7,P50_1_7,P50_8,P50_1_8,P50_9,P50_1_9,P50_10,P50_1_10,P50_11,P50_1_11,P50_12,P50_1_12,P51,P52,P53_1,P54_1_1,P54_2_1,P54_3_1,P54_4_1,P55_1_1,P55_1_2,P55_1_3,P53_2,P54_1_2,P54_2_2,P54_3_2,P54_4_2,P55_2_1,P55_2_2,P55_2_3,P53_3,P54_1_3,P54_2_3,P54_3_3,P54_4_3,P55_3_1,P55_3_2,P55_3_3,P53_4,P54_1_4,P54_2_4,P54_3_4,P54_4_4,P55_4_1,P55_4_2,P55_4_3,P53_5,P54_1_5,P54_2_5,P54_3_5,P54_4_5,P55_5_1,P55_5_2,P55_5_3,P53_6,P54_1_6,P54_2_6,P54_3_6,P54_4_6,P55_6_1,P55_6_2,P55_6_3,P53_7,P54_1_7,P54_2_7,P54_3_7,P54_4_7,P55_7_1,P55_7_2,P55_7_3,P56,P57,P58,P59,S1,S2,S3_NIV,S3_ANO,S4,S5,S6,S6_1,S7,S8,S9,S10,S11,SEXO,EDAD,ESCOLARIDAD,EDO_CIVIL,COND_ACT,ING_FAM,EDAD_AGRUP,REGIÓN,PONDI1,PONDV
1,09,003,0001,1251,3,8,12,4,1,1,1,1,3,2,2,1,1,5,1,3,2,7,2,5,1,3,3,2,2,6,8,0,2,2,5,6,3,2,2,2,2,0,5,0,0,8,2,5,2,4,2,2,1,2,1,2,2,1,3,1,1,2,1,2,2,2,#¡NULO!,#¡NULO!,1,1,2,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,1,2,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,1,NO MENCIONO NADA,99,#¡NULO!,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,3,4,2,2,1,5,3,1,2,2,4,4,1,1,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,5,1,1,2,31,8,2,2,99,2,#¡NULO!,99,#¡NULO!,#¡NULO!,#¡NULO!,98,2,2,5,99,99,98,2,Centro,7441.705643,2347.838361
2,09,007,0001,4414,3,9,13,#¡NULO!,1,1,1,2,3,4,5,2,3,3,2,4,1,4,2,3,1,2,2,2,8,7,10,8,7,9,7,7,5,8,10,9,9,6,8,9,7,9,7,10,9,6,5,1,1,1,1,1,3,2,2,1,1,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,1,1,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,1,1,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,2,,#¡NULO!,#¡NULO!,#¡NULO!,2,4,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,3,2,1,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,3,3,2,3,3,4,1,1,1,1,3,3,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,1,1,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,2,#¡NULO!,5,1,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,3,5,5,1,2,33,5,3,2,5,2,#¡NULO!,8,#¡NULO!,#¡NULO!,#¡NULO!,2,2,2,4,1,2,2,2,Oriente,6162.138691,2450.112507
3,09,010,0001,1453,3,10,14,#¡NULO!,2,2,2,2,2,#¡NULO!,5,2,5,4,2,#¡NULO!,2,1,2,5,1,2,4,2,5,9,9,5,5,9,0,4,5,5,0,5,5,0,5,6,6,9,9,7,5,2,4,1,1,2,3,2,2,2,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,2,,#¡NULO!,#¡NULO!,#¡NULO!,2,4,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,4,3,3,3,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,1,1,2,1,2,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,3,3,2,1,68,4,3,2,5,1,9,9,#¡NULO!,#¡NULO!,#¡NULO!,2,1,6,3,1,2,2,6,Poniente,2281.301552,1048.491370
4,09,002,0001,0792,2,11,8,13,2,2,2,2,2,3,5,2,3,3,4,2,2,4,2,3,2,1,3,2,5,8,8,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,2,1,2,2,2,2,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,2,,#¡NULO!,#¡NULO!,#¡NULO!,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,4,3,3,2,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,3,3,3,2,2,2,2,3,2,2,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,1,1,2,2,78,4,3,2,5,1,9,8,#¡NULO!,#¡NULO!,#¡NULO!,3,2,6,3,1,2,3,6,Poniente,5318.374348,2321.358033
5,09,005,0001,3093,2,14,4,13,1,1,1,1,2,5,3,1,1,3,2,4,2,1,2,3,1,2,4,2,0,0,8,0,0,0,7,9,0,0,0,6,0,0,0,5,5,8,8,8,0,3,4,2,1,2,1,2,2,1,2,2,#¡NULO!,#¡NULO!,1,1,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,1,1,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,2,,#¡NULO!,#¡NULO!,#¡NULO!,2,4,2,2,2,1,1,2,2,2,1,2,2,2,3,3,3,1,1,1,1,4,2,4,4,4,4,4,4,1,4,1,1,1,1,2,1,4,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,3,1,2,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,2,2,1,1,73,3,6,2,5,1,7,9,#¡NULO!,#¡NULO!,#¡NULO!,1,1,6,2,1,2,1,6,Oriente,5334.167749,2602.228642
6,09,010,0001,0135,2,12,7,#¡NULO!,1,2,2,2,1,2,3,2,2,2,1,4,2,4,2,2,2,1,3,2,6,7,9,5,4,1,2,6,7,9,10,10,1,1,4,1,6,3,4,1,7,4,4,2,1,2,1,2,2,1,2,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,2,,#¡NULO!,#¡NULO!,#¡NULO!,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,4,4,2,4,1,3,2,2,2,2,4,3,2,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,1,1,1,2,69,3,3,2,6,1,6,8,#¡NULO!,#¡NULO!,#¡NULO!,2,2,6,2,3,2,2,6,Poniente,6738.632753,2941.270818
7,09,007,0001,1388,3,7,8,3,2,1,1,2,2,3,2,2,2,1,1,4,2,1,2,3,2,1,3,2,6,7,9,8,2,3,1,3,6,5,4,4,4,3,4,6,6,5,5,5,4,2,3,1,1,1,1,2,2,2,1,1,2,1,1,99,99,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,1,99,99,99,2,2,4,2,2,1,1,1,2,2,2,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,3,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,3,2,2,2,66,3,4,2,4,1,6,8,#¡NULO!,#¡NULO!,#¡NULO!,1,2,6,2,2,2,1,6,Oriente,20259.088627,2403.543617
8,09,010,0001,0116,2,12,13,#¡NULO!,2,2,1,1,4,3,5,2,2,1,1,3,2,1,2,4,1,1,4,2,0,5,10,10,10,98,10,10,0,0,10,10,0,0,0,10,10,0,0,10,0,4,1,2,1,1,1,2,1,2,2,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,2,,#¡NULO!,#¡NULO!,#¡NULO!,2,4,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,2,2,2,2,1,2,1,1,1,1,2,97,2,1,2,1,2,2,1,97,97,1,1,1,1,2,2,1,1,2,2,2,2,4,4,1,1,1,1,1,4,4,2,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,1,3,1,2,79,1,#¡NULO!,2,5,1,6,8,#¡NULO!,#¡NULO!,#¡NULO!,1,2,6,1,1,2,1,6,Poniente,5504.207380,2402.470225
9,09,016,0001,1118,3,8,13,1,1,1,1,1,4,2,3,2,3,4,1,2,2,5,2,3,2,1,2,1,10,10,10,9,10,9,9,9,9,9,9,9,9,8,10,9,10,10,9,10,9,1,1,1,2,1,2,1,2,2,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,1,1,1,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,99,,#¡NULO!,#¡NULO!,#¡NULO!,2,3,2,1,2,1,1,2,3,1,1,2,3,1,1,1,1,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,99,2,2,1,4,4,1,2,1,1,1,2,2,2,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,2,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,#¡NULO!,1,4,3,2,2,60,4,3,2,4,1,5,8,#¡NULO!,#¡NULO!,#¡NULO!,4,2,5,3,2,2,4,5,Poniente,4918.313606,2346.118848
